,date,N_likes,N_reposts,Хэштег
1628,2019-09-28 12:20:14,63,7,"['#Вебинар_Skillbox', '#Skillbox_программирование']"
1629,2019-09-27 16:15:05,42,1,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1630,2019-09-27 13:14:22,24,3,[]
1631,2019-09-26 20:05:38,54,10,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1632,2019-09-26 15:55:35,18,3,"['#Чат_Skillbox', '#Skillbox_Дизайн']"
1633,2019-09-25 14:15:00,22,4,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1634,2019-09-24 18:20:07,20,3,"['#Интенсив_Skillbox', '#Skillbox_управление']"
1635,2019-09-24 12:35:13,29,2,"['#Разбор_в_Skillbox', '#Skillbox_дизайн']"
1636,2019-09-23 19:55:02,80,16,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1637,2019-09-23 13:23:49,44,6,['#Расписание_Skillbox']
1638,2019-09-22 18:13:45,81,4,[]
1639,2019-09-22 12:15:00,79,2,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1640,2019-09-22 10:01:49,52,4,[]
1641,2019-09-21 20:23:31,84,2,[]
1642,2019-09-21 20:16:10,87,11,"['#Статья_Skillbox', '#Skillbox_управление']"
1643,2019-09-21 18:07:43,54,2,[]
1644,2019-09-21 10:15:00,79,10,"['#Вебинар_Skillbox', '#Skillbox_маркетинг']"
1645,2019-09-20 16:29:32,100,10,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1646,2019-09-20 13:15:00,59,14,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1647,2019-09-19 20:11:03,47,8,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1648,2019-09-19 15:15:00,30,3,"['#Курс_Skillbox', '#Skillbox_дизайн']"
1649,2019-09-19 12:15:01,47,4,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1650,2019-09-18 20:47:34,41,7,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1651,2019-09-18 12:24:58,17,2,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1652,2019-09-17 18:57:53,13,0,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1653,2019-09-17 14:06:31,66,4,"['#Студенты_Skillbox', '#Skillbox_дизайн']"
1654,2019-09-16 12:15:09,49,4,['#Расписание_Skillbox']
1655,2019-09-15 13:50:21,91,8,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1656,2019-09-15 11:50:16,17,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1657,2019-09-14 12:00:11,34,2,"['#Skillbox_курс', '#Skillbox_дизайн']"
1658,2019-09-14 11:06:04,81,9,"['#Статья_Skillbox', '#Skillbox_программирование']"
1659,2019-09-13 15:00:11,22,3,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1660,2019-09-12 18:00:04,250,49,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1661,2019-09-12 13:55:54,40,3,"['#Советы_Skillbox', '#Skillbox_маркетинг']"
1662,2019-09-11 19:05:10,64,7,"['#Статья_Skillbox', '#Skillbox_дизайн', '#Skillbox_программирование']"
1663,2019-09-11 15:30:12,59,1,['#Конкурс_Skillbox']
1664,2019-09-11 13:36:04,6,1,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1665,2019-09-10 19:47:07,31,1,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1666,2019-09-10 12:17:56,56,2,['#Skillbox_вдохновляет']
1667,2019-09-09 18:30:11,72,15,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1668,2019-09-09 15:40:32,53,5,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1669,2019-09-09 11:30:07,78,4,['#Расписание_Skillbox']
1670,2019-09-08 12:00:37,136,5,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1671,2019-09-07 16:50:08,23,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1672,2019-09-07 11:40:09,51,5,"['#Вебинар_Skillbox', '#Skillbox_программирование']"
1673,2019-09-06 18:45:32,26,2,['#Skillbox_РБК']
1674,2019-09-06 17:16:04,14,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1675,2019-09-05 19:42:01,42,9,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1676,2019-09-05 15:55:26,21,0,['#Skillbox_DMC']
1677,2019-09-04 19:54:02,42,7,"['#Статья_Skillbox', '#Skillbox_программирование']"
1678,2019-09-04 11:30:20,198,27,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1679,2019-09-03 21:24:12,43,3,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1680,2019-09-03 12:00:16,61,7,['#Вам_слово_Skillbox']
1681,2019-09-02 20:34:06,74,12,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1682,2019-09-02 18:32:07,21,1,"['#Digitalлинейка', '#Челлендж_Skillbox', '#Digitalлинейка']"
1683,2019-09-02 11:30:10,29,2,['#Расписание_Skillbox']
1684,2019-09-01 11:00:08,44,6,"['#Полезное_от_Skillbox', '#Skillbox_программирование']"
1685,2019-08-31 13:00:18,65,6,"['#Вебинар_Skillbox', '#Skillbox_маркетинг']"
1686,2019-08-30 20:44:07,16,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1687,2019-08-30 18:00:05,23,5,"['#Статья_Skillbox', '#Skillbox_управление']"
1688,2019-08-30 16:02:24,36,1,[]
1689,2019-08-30 12:00:14,11,1,"['#ИграSkillbохпоуправлению', '#РабочаяситуацияSkillbox', '#Skillbохуправление']"
1690,2019-08-30 10:55:00,36,0,[]
1691,2019-08-29 20:27:01,46,12,[]
1692,2019-08-29 14:14:11,14,1,"['#Курс_Skillbox', '#Skillbox_дизайн']"
1693,2019-08-28 19:11:15,34,4,"['#Статья_Skillbox', '#Skillbox_программирование']"
1694,2019-08-28 12:08:33,23,3,"['#Лучшие_студенты_Skillbox', '#Skillbox_маркетинг']"
1695,2019-08-27 19:39:43,51,5,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1696,2019-08-27 13:45:18,63,5,"['#Полезное_от_Skillbox', '#Skillbox_управление']"
1697,2019-08-26 20:30:05,96,4,"['#Skillbox_дизайн', '#Skillbox_программирование']"
1698,2019-08-26 19:20:02,125,24,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1699,2019-08-26 13:45:22,46,4,['#Расписание_Skillbox']
1700,2019-08-25 14:00:15,136,33,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1701,2019-08-24 13:55:08,97,13,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1702,2019-08-23 20:30:07,17,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1703,2019-08-23 13:35:05,16,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1704,2019-08-23 10:55:00,41,2,[]
1705,2019-08-22 19:00:07,122,13,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1706,2019-08-22 18:55:00,13,0,[]
1707,2019-08-22 14:30:16,14,1,"['#Skillbox_Mildberry', '#Skillbox_дизайн']"
1708,2019-08-21 20:10:02,65,11,"['#Статья_Skillbox', '#Skillbox_программирование']"
1709,2019-08-21 14:26:21,28,1,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1710,2019-08-20 19:30:20,37,4,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1711,2019-08-20 13:10:08,86,9,"['#Полезное_от_Skillbox', '#Skillbox_маркетинг']"
1712,2019-08-19 18:35:10,106,12,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1713,2019-08-19 12:42:05,52,5,['#Расписание_Skillbox']
1714,2019-08-18 14:00:19,163,3,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1715,2019-08-18 12:23:06,30,2,['#Skillbox_AIC']
1716,2019-08-17 18:17:06,15,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1717,2019-08-17 13:55:00,18,2,[]
1718,2019-08-17 12:55:18,28,2,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1719,2019-08-16 20:10:04,62,14,"['#Статья_Skillbox', '#Skillbox_управление']"
1720,2019-08-16 15:55:00,16,0,[]
1721,2019-08-16 14:20:11,16,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1722,2019-08-16 13:30:09,8,2,"['#Анонс_Skillbox', '#Skillbox_SceinceMe']"
1723,2019-08-15 19:06:03,121,16,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1724,2019-08-15 17:20:05,19,2,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1725,2019-08-15 13:16:22,187,23,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1726,2019-08-14 18:30:06,30,1,"['#Статья_Skillbox', '#Skillbox_программирование']"
1727,2019-08-14 17:20:09,39,1,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1728,2019-08-14 12:58:04,74,5,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1729,2019-08-13 19:46:17,27,4,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1730,2019-08-13 17:40:06,17,0,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1731,2019-08-13 16:54:42,10,0,"['#Анонс_Skillbox', '#Skillbox_SceinceMe']"
1732,2019-08-13 14:00:11,69,10,"['#Полезное_от_Skillbox', '#Skillbox_программирование']"
1733,2019-08-12 19:30:07,21,5,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1734,2019-08-12 19:07:10,57,5,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1735,2019-08-12 12:41:25,35,1,[]
1736,2019-08-11 15:00:16,17,1,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1737,2019-08-11 12:00:20,88,19,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1738,2019-08-10 18:24:56,29,1,"['#Анонс_Skillbox', '#Skillbox_AFP']"
1739,2019-08-10 12:00:17,75,17,['#Skillboxдизайн']
1740,2019-08-09 20:25:00,21,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1741,2019-08-09 19:32:21,24,1,"['#Бешенаясушка', '#Анонс_Skillbox', '#Skillbox_AFP']"
1742,2019-08-09 18:35:00,50,9,"['#Статья_Skillbox', '#Skillbox_управление']"
1743,2019-08-09 14:12:15,15,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1744,2019-08-08 19:04:50,51,6,[]
1745,2019-08-08 18:55:05,23,1,['#Skillbox_AFP']
1746,2019-08-08 13:55:52,58,5,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1747,2019-08-07 18:01:58,32,3,[]
1748,2019-08-07 16:35:17,44,4,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1749,2019-08-07 12:34:25,52,2,"['#Работа_студента_Skillbox', '#Skillbox_дизайн']"
1750,2019-08-06 18:30:02,37,2,[]
1751,2019-08-06 12:58:03,29,2,"['#После_Skillbox', '#Skillbox_дизайн']"
1752,2019-08-05 18:52:06,147,32,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1753,2019-08-05 13:10:02,38,3,['#Расписание_Skillbox']
1754,2019-08-04 12:30:00,102,26,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1755,2019-08-03 16:22:29,18,1,['#Skillbox_ULCAMP']
1756,2019-08-03 15:30:00,47,10,"['#Вебинар_Skillbox', '#Skillbox_маркетинг']"
1757,2019-08-02 20:45:23,23,3,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1758,2019-08-02 18:15:46,66,11,[]
1759,2019-08-02 12:00:11,19,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1760,2019-08-01 18:30:02,33,7,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1761,2019-08-01 16:37:17,63,3,['#Skillbox_AFP']
1762,2019-08-01 15:30:00,41,6,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1763,2019-08-01 12:15:00,23,4,"['#Skillbox_eTXT', '#Skillbox_маркетинг', '#Полезное_от_Skillbox']"
1764,2019-07-31 18:18:58,47,2,"['#Статья_Skillbox', '#Skillbox_программирование']"
1765,2019-07-31 12:08:41,34,0,"['#Преподы_Skillbox', '#Skillbox_дизайн']"
1766,2019-07-30 18:12:10,34,0,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1767,2019-07-30 11:41:22,27,2,"['#Работа_студента_Skillbox', '#Skillbox_дизайн']"
1768,2019-07-29 18:26:18,165,27,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1769,2019-07-29 15:52:34,17,3,"['#Разбор_кейса_Skillbox', '#Skillbox_дизайн']"
1770,2019-07-26 21:05:05,14,1,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1771,2019-07-26 18:30:01,37,12,"['#Статья_Skillbox', '#Skillbox_управление']"
1772,2019-07-26 11:50:12,18,2,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1773,2019-07-25 18:30:02,44,9,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1774,2019-07-25 15:15:00,73,8,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1775,2019-07-25 12:34:13,35,3,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1776,2019-07-24 18:30:03,74,7,"['#Статья_Skillbox', '#Skillbox_программирование']"
1777,2019-07-24 13:30:09,28,2,['#Вакансии_Skillbox']
1778,2019-07-23 19:36:58,13,1,"['#Курс_Skillbox', '#Skillbox_маркетинг']"
1779,2019-07-23 18:30:02,40,11,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1780,2019-07-23 16:18:05,16,1,"['#Курс_Skillbox', '#Skillbox_дизайн']"
1781,2019-07-23 14:31:53,20,1,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1782,2019-07-22 19:55:54,15,1,['#Вам_слово_Skillbox']
1783,2019-07-22 18:30:03,54,10,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1784,2019-07-22 10:47:38,41,2,['#Расписание_Skillbox']
1785,2019-07-21 15:30:00,114,36,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1786,2019-07-19 22:39:05,32,0,[]
1787,2019-07-19 19:30:02,36,10,"['#Статья_Skillbox', '#Skillbox_управление']"
1788,2019-07-19 18:39:48,27,3,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1789,2019-07-19 14:40:00,10,0,['#Skillbox_об_учебе']
1790,2019-07-19 12:59:28,42,1,[]
1791,2019-07-19 12:42:42,28,3,"['#Игра_Skillbox_по_управлению', '#Рабочая_ситуация_Skillbox', '#Skillbox_управление']"
1792,2019-07-18 19:52:16,58,16,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1793,2019-07-18 16:40:00,69,6,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1794,2019-07-18 14:55:08,35,6,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1795,2019-07-17 19:41:11,64,5,"['#Статья_Skillbox', '#Skillbox_программирование']"
1796,2019-07-17 13:13:27,26,2,['#Вакансии']
1797,2019-07-16 19:07:57,19,5,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1798,2019-07-16 16:29:42,28,2,"['#После_Skillbox', '#Skillbox_дизайн']"
1799,2019-07-15 18:30:02,94,16,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1800,2019-07-15 16:23:06,27,9,"['#Советы_Skillbox', '#Skillbox_маркетинг']"
1801,2019-07-15 11:24:14,33,2,['#Расписание_Skillbox']
1802,2019-07-14 12:30:00,54,8,"['#Вебинар_Skillbox', '#Skillbox_программирование']"
1803,2019-07-12 19:27:44,55,11,"['#Статья_Skillbox', '#Skillbox_программирование']"
1804,2019-07-12 14:15:00,54,11,"['#Полезное_от_Skillbox', '#Skillbox_управление']"
1805,2019-07-11 18:43:43,137,38,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1806,2019-07-11 15:30:57,28,4,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1807,2019-07-11 13:18:41,20,2,['#Skillbox_Усадьба_JAZZ']
1808,2019-07-10 20:00:08,23,3,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1809,2019-07-10 18:29:21,76,8,"['#Статья_Skillbox', '#Skillbox_программирование']"
1810,2019-07-10 14:10:00,24,2,"['#Курс_Skillbox', '#Skillbox_программирование']"
1811,2019-07-10 12:37:42,17,0,"['#Skillbox_маркетинг', '#Вам_слово_Skillbox']"
1812,2019-07-09 18:34:24,36,2,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1813,2019-07-09 15:30:01,46,1,"['#Работа_студента_Skillbox', '#Skillbox_дизайн']"
1814,2019-07-09 12:30:03,105,27,"['#Skillbox_МИФ', '#Skillbox_маркетинг']"
1815,2019-07-08 18:30:02,49,14,"['#Статья_Skillbox', '#Skillbox_управление']"
1816,2019-07-08 15:30:02,50,5,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1817,2019-07-08 11:14:12,32,1,['#Расписание_Skillbox']
1818,2019-07-07 12:30:00,81,18,"['#Вебинар_Skillbox', '#Skillbox_маркетинг']"
1819,2019-07-06 15:30:00,148,31,"['#Полезное_от_Скиллбокс', '#Skillbox_программирование']"
1820,2019-07-05 16:57:37,43,3,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1821,2019-07-05 14:22:48,22,2,"['#Курс_Skillbox', '#Skillbox_дизайн']"
1822,2019-07-05 11:30:00,23,2,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1823,2019-07-04 18:30:02,160,20,['#Курс_Skillbox']
1824,2019-07-04 14:30:02,42,7,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1825,2019-07-04 13:22:08,16,2,['#Skillbox_об_учебе']
1826,2019-07-03 18:30:02,105,17,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1827,2019-07-03 14:02:35,35,0,['#Вакансии']
1828,2019-07-02 19:53:02,29,1,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1829,2019-07-02 14:10:00,23,1,"['#Разбор_кейса_Skillbox', '#Skillbox_дизайн']"
1830,2019-07-02 12:41:50,80,14,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1831,2019-07-01 18:00:09,16,0,['#Советы_Skillbox']
1832,2019-07-01 16:39:07,23,2,['#Расписание_Skillbox']
1833,2019-06-30 15:30:00,20,2,"['#Разбор_кейса_Skillbox', '#Skillbox_дизайн']"
1834,2019-06-30 12:30:00,54,11,"['#Вебинар_Skillbox', '#Skillbox_программирование']"
1835,2019-06-28 18:30:02,76,15,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1836,2019-06-28 10:30:00,16,0,['#Skillbox_отвечает']
1837,2019-06-27 18:30:02,101,16,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1838,2019-06-27 12:30:02,27,0,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1839,2019-06-27 10:44:45,53,7,"['#Работа_студента_Skillbox', '#Skillbox_дизайн']"
1840,2019-06-26 17:44:09,81,29,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1841,2019-06-26 15:30:01,40,2,"['#Анонс_Skillbox', '#Skillbox_SceinceMe']"
1842,2019-06-26 09:42:14,20,1,"['#Курс_Skillbox', '#Skillbox_дизайн']"
1843,2019-06-25 19:24:11,30,3,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1844,2019-06-25 12:30:00,14,1,[]
1845,2019-06-25 09:30:00,28,0,['#Вакансии']
1846,2019-06-24 18:30:03,143,28,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1847,2019-06-24 09:30:01,22,1,"['#Расписание_Skillbox', '#Расписание_Skillbox']"
1848,2019-06-23 12:30:00,66,15,"['#Вебинар_Skillbox', '#Skillbox_управление']"
1849,2019-06-22 12:30:00,19,4,"['#Вебинар_Skillbox', '#Skillbox_программирование']"
1850,2019-06-21 18:30:02,45,12,[]
1851,2019-06-21 16:28:37,41,8,['#Skyeng']
1852,2019-06-20 18:30:02,47,12,[]
1853,2019-06-20 15:30:02,52,2,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1854,2019-06-20 12:30:00,15,2,['#Skillbox_отвечает']
1855,2019-06-19 16:22:43,27,4,[]
1856,2019-06-19 09:30:01,36,1,"['#Курс_Skillbox', '#Skillbox_маркетинг']"
1857,2019-06-18 12:30:00,21,1,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1858,2019-06-18 09:30:00,23,2,['#Вакансии']
1859,2019-06-17 17:03:21,30,2,[]
1860,2019-06-17 12:30:00,132,28,"['#Полезное_от_Skillbox', '#Skillbox_дизайн']"
1861,2019-06-17 09:30:00,53,5,['#Расписание_Skillbox']
1862,2019-06-16 12:30:00,66,9,"['#Вебинар_Skillbox', '#Skillbox_дизайн']"
1863,2019-06-15 18:00:04,89,10,"['#Анонс_Skillbox', '#Skillbox_дизайн']"
1864,2019-06-14 18:37:53,100,10,['#friday_typeface']
1865,2019-06-14 15:30:01,35,5,['#wordoftheday']
1866,2019-06-14 15:11:56,36,7,"['#read', '#marketing']"
1867,2019-06-13 17:30:01,125,26,"['#sje5Lq', '#design']"
1868,2019-06-13 13:32:37,54,12,"['#read', '#marketing']"
1869,2019-06-13 10:30:00,11,0,['#answer']
1870,2019-06-12 19:30:00,201,40,['#collections']
1871,2019-06-12 13:00:07,54,1,[]
1872,2019-06-11 17:43:53,23,7,"['#history', '#management']"
1873,2019-06-11 15:30:01,9,0,['#designbattle']
1874,2019-06-10 17:30:01,36,10,"['#s2JsJK', '#marketing']"
1875,2019-06-10 17:00:07,11,1,['#OFFF_конкурс']
1876,2019-06-10 16:00:05,16,0,['#OFFF_конкурс']
1877,2019-06-10 15:30:02,53,19,"['#read', '#design']"
1878,2019-06-10 15:00:07,59,4,['#OFFF_конкурс']
1879,2019-06-10 14:00:08,58,5,['#OFFF_конкурс']
1880,2019-06-09 15:30:00,12,0,[]
1881,2019-06-09 10:30:00,272,74,"['#collections', '#design']"
1882,2019-06-08 15:30:00,41,6,"['#y0fJdx', '#marketing']"
1883,2019-06-07 17:30:30,51,4,['#friday_typeface']
1884,2019-06-07 15:30:01,44,0,[]
1885,2019-06-07 13:28:03,36,13,"['#read', '#management']"
1886,2019-06-07 11:32:44,22,0,['#OFFF_конкурс']
1887,2019-06-06 17:30:01,69,11,"['#sje5Lq', '#design']"
1888,2019-06-06 15:30:02,37,4,"['#read', '#marketing']"
1889,2019-06-06 10:30:00,16,1,['#answer']
1890,2019-06-05 19:30:01,273,82,"['#collections', '#marketing']"
1891,2019-06-05 15:20:59,132,30,"['#read', '#design']"
1892,2019-06-04 17:30:02,12,0,['#designbattle']
1893,2019-06-04 12:24:51,28,4,"['#read', '#code']"
1894,2019-06-03 17:30:01,65,17,"['#s2JsJK', '#marketing']"
1895,2019-06-03 13:16:46,33,3,"['#read', '#marketing']"
1896,2019-06-02 15:30:00,137,1,[]
1897,2019-06-02 10:30:00,804,224,"['#collections', '#marketing']"
1898,2019-06-01 17:30:00,43,0,[]
1899,2019-06-01 15:30:00,52,12,"['#y0fJdx', '#code']"
1900,2019-05-31 21:30:00,21,1,[]
1901,2019-05-31 19:30:01,32,1,['#wordoftheday']
1902,2019-05-31 17:30:01,127,19,['#friday_typeface']
1903,2019-05-31 14:30:01,37,3,['#history']
1904,2019-05-31 13:29:42,128,4,[]
1905,2019-05-30 17:30:01,69,15,"['#sje5Lq', '#design']"
1906,2019-05-30 15:30:01,124,30,"['#read', '#design']"
1907,2019-05-30 10:30:01,8,1,['#answer']
1908,2019-05-29 19:30:01,32,8,['#collections']
1909,2019-05-29 15:30:02,75,3,[]
1910,2019-05-29 14:30:01,22,1,"['#read', '#code']"
1911,2019-05-29 13:16:55,51,9,[]
1912,2019-05-28 17:30:02,12,1,['#designbattle']
1913,2019-05-28 16:22:48,23,9,"['#read', '#marketing']"
1914,2019-05-27 20:20:03,309,61,"['#read', '#design']"
1915,2019-05-27 17:30:01,41,8,"['#s2JsJK', '#marketing']"
1916,2019-05-26 15:30:00,53,2,[]
1917,2019-05-26 10:30:00,137,39,['#collections']
1918,2019-05-25 17:30:00,29,5,[]
1919,2019-05-25 15:30:00,47,14,"['#y0fJdx', '#code']"
1920,2019-05-24 17:30:01,67,10,['#friday_typeface']
1921,2019-05-24 15:30:01,25,1,[]
1922,2019-05-24 14:31:31,19,4,"['#read', '#management']"
1923,2019-05-24 10:45:00,61,5,[]
1924,2019-05-23 18:35:32,64,10,"['#read', '#marketing']"
1925,2019-05-23 17:30:01,60,17,"['#sje5Lq', '#design']"
1926,2019-05-23 16:34:36,34,11,"['#read', '#management']"
1927,2019-05-23 10:30:01,7,0,['#answer']
1928,2019-05-22 21:30:01,15,2,[]
1929,2019-05-22 19:30:00,80,22,"['#collections', '#code']"
1930,2019-05-22 16:08:25,36,6,"['#read', '#marketing']"
1931,2019-05-22 15:30:01,17,0,[]
1932,2019-05-21 17:30:02,19,1,['#designbattle']
1933,2019-05-21 16:03:20,37,8,"['#read', '#marketing']"
1934,2019-05-20 18:52:11,76,21,"['#read', '#design']"
1935,2019-05-20 17:30:01,42,15,"['#s2JsJK', '#marketing']"
1936,2019-05-20 13:10:08,198,12,['#OFFF_конкурс']
1937,2019-05-19 15:30:00,37,3,[]
1938,2019-05-19 10:30:00,507,111,['#collections']
1939,2019-05-18 15:30:00,51,11,"['#y0fJdx', '#code']"
1940,2019-05-18 13:00:02,42,0,[]
1941,2019-05-17 17:30:01,45,7,['#friday_typeface']
1942,2019-05-17 15:30:01,54,4,['#wordoftheday']
1943,2019-05-17 12:49:16,26,9,"['#read', '#management']"
1944,2019-05-16 18:24:52,32,6,"['#read', '#design']"
1945,2019-05-16 17:30:01,80,23,"['#sje5Lq', '#design']"
1946,2019-05-16 12:00:08,5,0,[]
1947,2019-05-16 10:30:00,12,2,['#answer']
1948,2019-05-15 19:30:01,127,35,['#design']
1949,2019-05-15 18:00:37,7,1,[]
1950,2019-05-15 15:32:26,53,18,"['#read', '#code']"
1951,2019-05-14 17:30:01,9,1,['#designbattle']
1952,2019-05-14 13:12:58,42,13,"['#read', '#marketing']"
1953,2019-05-13 22:55:21,23,0,[]
1954,2019-05-13 17:30:01,65,12,"['#s2JsJK', '#marketing']"
1955,2019-05-13 15:30:01,75,22,"['#read', '#marketing']"
1956,2019-05-13 13:32:06,32,10,"['#read', '#management']"
1957,2019-05-12 10:30:00,304,84,['#collections']
1958,2019-05-11 09:45:48,103,21,"['#y0fJdx', '#code']"
1959,2019-05-09 13:00:04,137,3,[]
1960,2019-05-08 19:30:01,14,1,[]
1961,2019-05-08 17:30:02,136,33,"['#collections', '#marketing']"
1962,2019-05-08 13:00:04,73,16,"['#read', '#design']"
1963,2019-05-07 17:30:01,10,0,['#designbattle']
1964,2019-05-07 13:53:37,75,10,"['#read', '#code']"
1965,2019-05-06 21:30:01,42,9,[]
1966,2019-05-06 17:30:01,59,8,"['#s2JsJK', '#marketing']"
1967,2019-05-06 15:30:02,182,38,"['#read', '#design']"
1968,2019-05-05 15:30:00,54,0,[]
